-122.9096,46.6122
-119.0009,43.4467
-117.892,43.2344
-124.6249,48.2979
-120.7246,46.9509
-121.9555,47.2062
-126.8426,50.5442
-123.1088,44.3775
-122.3546,46.1096
-123.1343,48.0453
-117.4205,47.6657
-122.9755,45.3
-121.3151,44.0571
-122.1641,46.0301
-124.2932,42.0766
-123.231,42.6916
-122.7337,44.3963
-122.4961,45.6109
-121.7872,47.2786
-118.7339,48.6492
-123.0218,49.275
-122.758,47.2188
-123.018,48.535
-122.5628,45.7796
-122.6671,47.755
-118.0785,43.7438
-125.9078,49.1541
-123.9259,47.4687
-121.7858,43.2243
-122.3371,48.4178
-121.1304,44.664
-117.3499,48.9866
-120.1466,44.5652
-120.2847,47.4043
-119.6583,42.5466
-122.2077,47.9816
-122.2047,47.9768
-117.4236,47.5183
-123.7681,46.2092
-121.1295,45.6077
-119.544,45.953
-121.9594,47.0079
-119.2774,46.2772
-124.1077,43.701
-121.2856,48.5096
-122.9093,48.7082
-122.2357,47.3805
-122.336,47.6013
-124.5633,42.836
-118.7569,45.6659
-124.557,47.937
-120.1217,48.3655
-123.4078,47.2366
-117.9753,47.3098
-121.0675,48.7302
-119.041,46.793
-122.0799,47.774
-122.4786,48.2153
-121.9458,44.4348
-123.9781,45.4865
-118.5658,47.0022
-121.3877,47.3915
-121.6867,43.9907
-120.505,46.6049
-123.1574,45.538
-124.2046,47.2128
-117.1354,46.1328
-118.2576,46.0915
-123.333,43.623
-121.6769,46.5997
-122.87,45.1708
-123.3415,43.211
-122.345,47.5235
-121.8176,44.0596
-123.4509,48.6485
-122.4445,43.7383
-122.6701,42.1806
-122.1874,47.7087
-123.7045,47.8184
-123.704,48.923
-123.9161,46.9258
-123.4943,48.1168
-121.049,42.4068
-123.956,46.2048
-119.5511,48.3733
-121.3685,43.8206
-122.4895,42.7548
-123.2983,43.6341
-122.2238,48.5216
-122.3199,47.4514
-122.6564,42.191
-119.9668,44.1321
-120.1726,48.463
-123.73,46.656
-124.4129,48.5441
-120.9657,47.1915
-124.0538,46.2781
-121.1446,43.6018
-121.7872,47.2769
-123.3594,43.235
-117.288,45.4312
-123.2199,47.4233
-125.5416,48.9256
-120.3274,46.8831
-121.78,42.26
-123.058,43.363
-121.742,46.7853
-119.9518,43.0018
-120.3467,42.1721
-117.7996,44.8348
-121.3275,45.7826
-121.8261,47.5266
-122.3206,47.8028
-117.1762,46.7146
-120.3142,47.4301
-124.074,44.5146
-122.8958,46.118
-123.1062,44.6344
-122.0084,49.1566
-122.8208,44.8307
-124.2534,43.3955
-122.2879,47.106
-118.4125,42.2546
-117.9786,46.3212
-120.8146,45.8388
-117.0998,44.8724
-117.6573,49.2581
-124.4089,43.0903
-121.788,47.2907
-126.605,50.2124
-120.3776,42.4688
-122.9085,46.9612
-121.7324,46.8707
-121.6726,45.3445
-118.9284,43.034
-120.7577,47.2727
-121.9884,46.5721
-122.1418,48.174
-117.0298,48.1879
-120.6722,45.5901
-121.1487,43.7509
-119.4873,47.4035
-122.2565,46.8401
-119.732,46.6368
-122.5708,47.1721
-119.6901,45.4528
-117.1638,47.2824
-117.9029,48.5446
-122.3355,47.6005
-123.8307,45.4551
-118.1477,47.656
-124.3059,47.7662
-121.6895,47.6951
-122.191,47.614
-118.5573,46.641
-116.9297,47.7144
-120.505,46.6049
-121.8837,45.694
-116.8096,47.7707
-119.2741,47.1309
-122.3406,45.4302
-124.2257,42.209
-122.1396,48.916
-117.6645,48.1435
-123.3834,42.5035
-123.931,45.9546
-122.5691,47.8034
-121.7884,47.2773
-122.3151,47.6822
-122.6961,48.3127
-121.8176,44.0597
-123.8118,47.5139
-118.9888,47.9332
-122.7758,48.0106
-121.7838,42.2241
-120.1813,45.2379
-122.6702,48.4191
-123.6322,42.2753
-122.3106,46.173
-122.7605,47.4976
-117.2715,47.6774
-123.7991,46.4216
-121.7887,47.2791
-121.2887,46.0199
-122.1831,47.5991
